일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,검역
2022-12-25,"58,402 ","10,494 ","3,986 ","2,485 ","3,637 ","1,708 ","1,704 ","1,477 ",525 ,"16,431 ","1,262 ","1,826 ","2,332 ","1,856 ","1,767 ","2,576 ","3,737 ",560 ,39 
2022-12-26,"25,523 ","3,579 ","1,213 ",844 ,"1,551 ",730 ,765 ,616 ,205 ,"7,737 ",878 ,781 ,"1,002 ",892 ,942 ,"1,358 ","1,985 ",401 ,44 
2022-12-27,"87,573 ","18,717 ","6,825 ","3,464 ","5,698 ","1,735 ","2,562 ","1,762 ",733 ,"24,356 ","1,937 ","2,163 ","3,497 ","2,186 ","3,049 ","2,731 ","5,571 ",545 ,42 
2022-12-28,"87,480 ","15,772 ","6,141 ","3,521 ","5,097 ","2,499 ","2,346 ","2,261 ",685 ,"24,113 ","2,280 ","2,756 ","3,629 ","2,525 ","2,773 ","3,882 ","6,183 ",994 ,23 
2022-12-29,"71,392 ","13,388 ","4,833 ","2,648 ","4,363 ","1,867 ","1,993 ","1,798 ",604 ,"19,647 ","1,871 ","2,372 ","2,892 ","2,086 ","2,353 ","3,207 ","4,664 ",749 ,57 
2022-12-30,"65,194 ","11,665 ","4,804 ","2,703 ","4,154 ","1,651 ","1,810 ","1,497 ",463 ,"17,938 ","1,673 ","2,007 ","2,771 ","1,964 ","2,174 ","2,864 ","4,415 ",606 ,35 
2022-12-31,"63,087 ","11,593 ","4,502 ","2,614 ","3,976 ","1,615 ","1,745 ","1,603 ",465 ,"16,793 ","1,630 ","1,864 ","2,690 ","1,799 ","2,117 ","3,006 ","4,344 ",691 ,40 
2023-01-01,"57,492 ","9,980 ","4,062 ","2,477 ","3,629 ","1,564 ","1,654 ","1,431 ",541 ,"15,633 ","1,398 ","1,572 ","2,426 ","1,900 ","1,843 ","2,785 ","3,926 ",588 ,83 
2023-01-02,"22,720 ","3,302 ","1,175 ",593 ,"1,343 ",698 ,737 ,597 ,205 ,"6,660 ",705 ,886 ,968 ,691 ,886 ,"1,216 ","1,548 ",480 ,30 
2023-01-03,"81,027 ","16,955 ","6,626 ","3,062 ","5,190 ","1,477 ","2,363 ","1,615 ",645 ,"22,376 ","1,719 ","2,097 ","3,312 ","2,200 ","2,778 ","2,816 ","5,152 ",603 ,41 
2023-01-04,"78,541 ","13,908 ","5,366 ","3,150 ","4,804 ","2,282 ","2,180 ","2,182 ",623 ,"20,971 ","2,103 ","2,396 ","3,347 ","2,592 ","2,498 ","3,715 ","5,370 ","1,033 ",21 
2023-01-05,"64,075 ","11,502 ","4,482 ","2,713 ","4,078 ","1,611 ","1,726 ","1,629 ",469 ,"17,053 ","1,639 ","1,928 ","2,746 ","2,065 ","2,251 ","2,930 ","4,406 ",814 ,33 
2023-01-06,"56,920 ","10,403 ","3,952 ","2,146 ","3,534 ","1,412 ","1,653 ","1,447 ",428 ,"15,399 ","1,496 ","1,649 ","2,601 ","1,876 ","1,963 ","2,617 ","3,679 ",640 ,25 
2023-01-07,"53,770 ","9,914 ","3,653 ","2,008 ","3,381 ","1,424 ","1,519 ","1,423 ",402 ,"14,468 ","1,356 ","1,531 ","2,336 ","1,749 ","1,903 ","2,401 ","3,546 ",730 ,26 
2023-01-08,"46,737 ","7,814 ","3,036 ","2,013 ","3,071 ","1,373 ","1,272 ","1,342 ",441 ,"12,292 ","1,226 ","1,442 ","2,096 ","1,824 ","1,595 ","2,285 ","3,058 ",529 ,28 
2023-01-09,"19,081 ","2,841 ",928 ,563 ,"1,182 ",581 ,625 ,387 ,157 ,"5,853 ",608 ,598 ,875 ,579 ,732 ,914 ,"1,275 ",359 ,24 
2023-01-10,"60,019 ","12,133 ","4,697 ","2,398 ","3,572 ","1,120 ","1,777 ","1,327 ",516 ,"16,101 ","1,389 ","1,459 ","2,717 ","1,851 ","2,145 ","2,283 ","4,030 ",488 ,16 
2023-01-11,"54,315 ","9,527 ","3,613 ","2,376 ","3,417 ","1,587 ","1,494 ","1,414 ",383 ,"14,384 ","1,609 ","1,612 ","2,241 ","1,786 ","1,827 ","2,561 ","3,798 ",668 ,18 
2023-01-12,"43,921 ","7,942 ","2,854 ","1,892 ","2,698 ","1,139 ","1,271 ","1,136 ",322 ,"11,600 ","1,207 ","1,435 ","1,913 ","1,509 ","1,465 ","2,006 ","2,973 ",540 ,19 
2023-01-13,"39,700 ","7,192 ","2,869 ","1,722 ","2,530 ",993 ,"1,138 ",936 ,305 ,"10,295 ","1,140 ","1,133 ","1,685 ","1,353 ","1,385 ","1,832 ","2,666 ",504 ,22 
2023-01-14,"36,676 ","6,640 ","2,413 ","1,539 ","2,161 ",969 ,"1,038 ",936 ,288 ,"9,617 ",977 ,"1,012 ","1,556 ","1,228 ","1,368 ","1,691 ","2,695 ",524 ,24 
2023-01-15,"32,549 ","5,745 ","2,150 ","1,521 ","2,005 ",871 ,913 ,913 ,230 ,"8,231 ",834 ,"1,025 ","1,380 ","1,210 ","1,100 ","1,720 ","2,240 ",450 ,11 
2023-01-16,"14,127 ","2,135 ",772 ,592 ,849 ,418 ,430 ,286 ,153 ,"3,989 ",508 ,477 ,599 ,500 ,492 ,696 ,952 ,264 ,15 
2023-01-17,"40,169 ","8,542 ","2,949 ","1,675 ","2,512 ",844 ,"1,173 ",916 ,330 ,"10,562 ",913 ,"1,031 ","1,616 ","1,166 ","1,448 ","1,610 ","2,564 ",296 ,22 
2023-01-18,"36,883 ","6,632 ","2,414 ","1,740 ","2,265 ","1,016 ","1,019 ",916 ,256 ,"9,831 ","1,009 ","1,316 ","1,446 ","1,311 ","1,083 ","1,758 ","2,382 ",475 ,14 
2023-01-19,"29,800 ","5,495 ","1,884 ","1,355 ","1,730 ",803 ,886 ,665 ,237 ,"7,937 ",827 ,933 ,"1,237 ","1,097 ",967 ,"1,390 ","1,946 ",396 ,15 
2023-01-20,"27,375 ","5,004 ","1,823 ","1,267 ","1,633 ",699 ,762 ,642 ,204 ,"7,100 ",729 ,894 ,"1,180 ",967 ,"1,085 ","1,314 ","1,717 ",340 ,15 
2023-01-21,"27,637 ","5,158 ","1,947 ","1,306 ","1,565 ",733 ,799 ,692 ,171 ,"7,141 ",683 ,902 ,"1,161 ",896 ,936 ,"1,368 ","1,770 ",386 ,23 
2023-01-22,"16,612 ","2,313 ",886 ,"1,028 ",936 ,647 ,467 ,458 ,159 ,"4,142 ",451 ,570 ,797 ,677 ,634 ,"1,052 ","1,044 ",341 ,10 
2023-01-23,"9,210 ","1,438 ",581 ,342 ,536 ,292 ,335 ,210 ,58 ,"2,350 ",303 ,319 ,276 ,378 ,391 ,514 ,664 ,209 ,14 
2023-01-24,"12,247 ","2,125 ",793 ,520 ,644 ,299 ,402 ,289 ,98 ,"3,273 ",321 ,363 ,547 ,487 ,451 ,573 ,898 ,156 ,8 
2023-01-25,"19,521 ","3,184 ","1,379 ","1,089 ","1,209 ",460 ,618 ,494 ,204 ,"5,185 ",439 ,559 ,891 ,633 ,669 ,946 ,"1,291 ",263 ,8 
2023-01-26,"35,071 ","6,810 ","2,697 ","1,415 ","2,221 ",896 ,"1,019 ",820 ,286 ,"9,310 ",779 ,951 ,"1,447 ","1,075 ","1,170 ","1,503 ","2,378 ",291 ,3 
2023-01-27,"31,695 ","5,081 ","2,233 ","1,599 ","1,734 ","1,082 ",891 ,834 ,245 ,"7,828 ",821 ,"1,050 ","1,344 ","1,241 ","1,140 ","1,865 ","2,189 ",511 ,7 
2023-01-28,"23,590 ","4,061 ","1,639 ","1,181 ","1,144 ",761 ,614 ,693 ,186 ,"5,836 ",634 ,711 ,988 ,862 ,892 ,"1,347 ","1,633 ",401 ,7 
2023-01-29,"18,861 ","2,921 ","1,224 ","1,132 ","1,145 ",669 ,500 ,565 ,156 ,"4,444 ",439 ,674 ,731 ,816 ,707 ,"1,146 ","1,286 ",297 ,9 
2023-01-30,"7,411 ",919 ,409 ,322 ,537 ,258 ,201 ,195 ,62 ,"1,928 ",243 ,277 ,293 ,276 ,237 ,469 ,561 ,218 ,6 
2023-01-31,"19,611 ","3,694 ","1,609 ",927 ,"1,127 ",517 ,549 ,531 ,163 ,"4,730 ",490 ,609 ,843 ,733 ,667 ,875 ,"1,354 ",186 ,7 
2023-02-01,"20,412 ","3,275 ","1,519 ","1,079 ","1,126 ",626 ,571 ,531 ,136 ,"4,732 ",610 ,755 ,754 ,801 ,771 ,"1,231 ","1,502 ",386 ,7 
2023-02-02,"16,849 ","2,879 ","1,201 ",916 ,934 ,501 ,444 ,443 ,107 ,"4,090 ",431 ,606 ,708 ,630 ,543 ,936 ,"1,217 ",251 ,12 
2023-02-03,"14,951 ","2,548 ","1,145 ",856 ,739 ,439 ,412 ,397 ,111 ,"3,566 ",419 ,485 ,515 ,575 ,557 ,828 ,"1,106 ",249 ,4 
2023-02-04,"14,612 ","2,433 ","1,050 ",791 ,748 ,405 ,372 ,418 ,78 ,"3,488 ",428 ,524 ,611 ,522 ,564 ,813 ,"1,156 ",206 ,5 
2023-02-05,"14,004 ","2,296 ",996 ,862 ,819 ,468 ,353 ,408 ,118 ,"3,119 ",333 ,393 ,558 ,540 ,598 ,881 ,995 ,255 ,12 
2023-02-06,"5,847 ",814 ,336 ,294 ,300 ,214 ,151 ,111 ,42 ,"1,544 ",222 ,290 ,243 ,161 ,228 ,325 ,410 ,154 ,8 
2023-02-07,"16,109 ","3,042 ","1,396 ",851 ,785 ,453 ,431 ,459 ,110 ,"3,851 ",427 ,440 ,645 ,557 ,546 ,786 ,"1,169 ",148 ,13 
2023-02-08,"17,920 ","2,897 ","1,344 ",989 ,965 ,569 ,480 ,473 ,116 ,"4,249 ",551 ,664 ,741 ,582 ,709 ,959 ,"1,274 ",352 ,6 
2023-02-09,"14,658 ","2,457 ","1,128 ",820 ,784 ,464 ,332 ,436 ,113 ,"3,461 ",411 ,517 ,544 ,519 ,482 ,816 ,"1,102 ",267 ,5 
2023-02-10,"13,497 ","2,366 ","1,079 ",771 ,700 ,439 ,340 ,360 ,90 ,"3,127 ",337 ,408 ,557 ,478 ,495 ,721 ,"1,005 ",209 ,15 
2023-02-11,"12,799 ","2,289 ",948 ,745 ,674 ,458 ,317 ,320 ,105 ,"2,840 ",362 ,416 ,482 ,442 ,457 ,726 ,984 ,226 ,8 
2023-02-12,"12,038 ","2,125 ",861 ,595 ,637 ,444 ,253 ,333 ,88 ,"2,673 ",326 ,411 ,500 ,456 ,445 ,718 ,941 ,223 ,9 
2023-02-13,"5,166 ",741 ,303 ,388 ,241 ,199 ,128 ,136 ,34 ,"1,285 ",169 ,171 ,210 ,177 ,185 ,292 ,363 ,139 ,5 
2023-02-14,"14,361 ","2,698 ","1,186 ",784 ,806 ,394 ,385 ,341 ,133 ,"3,450 ",289 ,415 ,520 ,491 ,491 ,699 ,"1,134 ",133 ,12 
2023-02-15,"14,948 ","2,568 ",978 ,843 ,739 ,493 ,351 ,388 ,127 ,"3,358 ",449 ,535 ,605 ,578 ,545 ,924 ,"1,176 ",281 ,10 
2023-02-16,"12,511 ","2,278 ",913 ,683 ,582 ,354 ,290 ,328 ,87 ,"2,934 ",287 ,394 ,539 ,494 ,466 ,763 ,928 ,183 ,8 
2023-02-17,"11,430 ","2,095 ",793 ,598 ,586 ,339 ,265 ,262 ,86 ,"2,762 ",269 ,335 ,424 ,444 ,431 ,682 ,835 ,216 ,8 
2023-02-18,"10,714 ","1,976 ",726 ,544 ,567 ,320 ,282 ,263 ,72 ,"2,632 ",264 ,320 ,409 ,388 ,405 ,646 ,733 ,159 ,8 
2023-02-19,"10,268 ","1,905 ",635 ,565 ,530 ,272 ,235 ,272 ,87 ,"2,487 ",236 ,299 ,442 ,439 ,426 ,627 ,654 ,150 ,7 
2023-02-20,"4,316 ",701 ,201 ,226 ,181 ,136 ,143 ,69 ,47 ,"1,192 ",128 ,196 ,146 ,123 ,145 ,241 ,294 ,137 ,10 
2023-02-21,"11,867 ","2,500 ",868 ,565 ,562 ,279 ,316 ,238 ,95 ,"3,155 ",248 ,317 ,417 ,443 ,379 ,534 ,820 ,121 ,10 
2023-02-22,"13,067 ","2,346 ",801 ,602 ,592 ,407 ,265 ,289 ,97 ,"3,299 ",282 ,450 ,550 ,526 ,460 ,869 ,956 ,270 ,6 
2023-02-23,"10,839 ","2,115 ",599 ,509 ,614 ,333 ,241 ,210 ,90 ,"2,790 ",228 ,285 ,430 ,468 ,355 ,666 ,735 ,163 ,8 
2023-02-24,"10,037 ","1,956 ",667 ,557 ,486 ,302 ,262 ,207 ,83 ,"2,485 ",244 ,255 ,397 ,417 ,291 ,629 ,617 ,172 ,10 
2023-02-25,"10,050 ","1,920 ",613 ,502 ,474 ,262 ,280 ,236 ,79 ,"2,460 ",211 ,275 ,398 ,434 ,359 ,636 ,700 ,207 ,4 
2023-02-26,"9,204 ","1,764 ",538 ,355 ,464 ,310 ,258 ,175 ,73 ,"2,356 ",165 ,284 ,376 ,402 ,378 ,568 ,550 ,179 ,9 
2023-02-27,"4,016 ",621 ,218 ,241 ,183 ,108 ,111 ,78 ,28 ,"1,063 ",133 ,139 ,157 ,148 ,163 ,227 ,277 ,115 ,6 
2023-02-28,"10,807 ","2,324 ",733 ,507 ,590 ,265 ,290 ,200 ,59 ,"2,839 ",227 ,319 ,405 ,364 ,398 ,539 ,614 ,126 ,8 
2023-03-01,"12,286 ","2,299 ",688 ,541 ,607 ,344 ,320 ,268 ,105 ,"3,199 ",282 ,393 ,511 ,446 ,427 ,755 ,836 ,257 ,8 
2023-03-02,"7,547 ","1,194 ",428 ,339 ,347 ,237 ,192 ,165 ,59 ,"2,053 ",175 ,261 ,372 ,287 ,300 ,501 ,465 ,165 ,7 
2023-03-03,"10,403 ","2,294 ",640 ,434 ,579 ,249 ,287 ,172 ,86 ,"2,714 ",217 ,298 ,389 ,391 ,373 ,494 ,621 ,159 ,6 
2023-03-04,"11,241 ","2,212 ",629 ,505 ,505 ,313 ,299 ,199 ,80 ,"3,085 ",286 ,363 ,434 ,425 ,362 ,605 ,696 ,235 ,8 
2023-03-05,"9,807 ","2,006 ",553 ,512 ,507 ,268 ,304 ,198 ,65 ,"2,606 ",181 ,247 ,384 ,382 ,296 ,482 ,630 ,179 ,7 
2023-03-06,"4,293 ",734 ,173 ,142 ,223 ,94 ,122 ,49 ,52 ,"1,296 ",119 ,229 ,182 ,125 ,142 ,231 ,235 ,132 ,13 
2023-03-07,"12,272 ","2,741 ",702 ,499 ,626 ,296 ,360 ,191 ,113 ,"3,432 ",280 ,320 ,487 ,497 ,364 ,510 ,680 ,166 ,8 
2023-03-08,"12,787 ","2,443 ",683 ,564 ,634 ,353 ,361 ,215 ,108 ,"3,468 ",314 ,463 ,520 ,524 ,370 ,772 ,698 ,290 ,7 
2023-03-09,"10,881 ","2,128 ",576 ,468 ,642 ,318 ,316 ,178 ,99 ,"2,890 ",273 ,363 ,480 ,432 ,326 ,592 ,552 ,243 ,5 
2023-03-10,"10,327 ","2,168 ",531 ,409 ,500 ,340 ,318 ,156 ,89 ,"2,728 ",283 ,329 ,409 ,427 ,336 ,563 ,520 ,216 ,5 
2023-03-11,"9,999 ","1,976 ",465 ,417 ,499 ,284 ,303 ,162 ,109 ,"2,786 ",270 ,347 ,416 ,362 ,332 ,515 ,548 ,202 ,6 
2023-03-12,"9,331 ","1,824 ",438 ,359 ,527 ,282 ,354 ,151 ,105 ,"2,418 ",241 ,293 ,381 ,428 ,315 ,532 ,456 ,222 ,5 
2023-03-13,"4,196 ",689 ,144 ,214 ,254 ,108 ,150 ,49 ,47 ,"1,284 ",132 ,138 ,145 ,136 ,130 ,240 ,196 ,132 ,8 
2023-03-14,"11,397 ","2,396 ",540 ,516 ,646 ,267 ,423 ,172 ,127 ,"3,307 ",297 ,359 ,456 ,444 ,315 ,535 ,473 ,118 ,6 
2023-03-15,"11,892 ","2,308 ",542 ,427 ,619 ,353 ,401 ,155 ,125 ,"3,351 ",388 ,469 ,434 ,450 ,340 ,638 ,584 ,294 ,14 
2023-03-16,"9,928 ","1,976 ",437 ,386 ,525 ,268 ,323 ,148 ,86 ,"2,776 ",293 ,324 ,398 ,448 ,315 ,569 ,420 ,230 ,6 
2023-03-17,"9,061 ","1,988 ",368 ,395 ,487 ,233 ,300 ,116 ,86 ,"2,490 ",226 ,326 ,355 ,347 ,278 ,480 ,423 ,158 ,5 
2023-03-18,"9,246 ","1,923 ",354 ,387 ,471 ,285 ,325 ,110 ,109 ,"2,633 ",251 ,303 ,308 ,379 ,284 ,480 ,416 ,222 ,6 
2023-03-19,"8,800 ","1,869 ",330 ,429 ,502 ,246 ,269 ,94 ,99 ,"2,453 ",198 ,290 ,347 ,367 ,270 ,419 ,401 ,212 ,5 
2023-03-20,"3,924 ",688 ,82 ,112 ,226 ,135 ,142 ,43 ,30 ,"1,203 ",122 ,193 ,145 ,198 ,100 ,236 ,128 ,133 ,8 
2023-03-21,"12,009 ","2,836 ",410 ,535 ,715 ,282 ,480 ,119 ,152 ,"3,478 ",240 ,325 ,478 ,482 ,302 ,511 ,515 ,140 ,9 
2023-03-22,"13,071 ","2,718 ",426 ,500 ,748 ,409 ,418 ,153 ,137 ,"3,842 ",374 ,501 ,479 ,526 ,308 ,725 ,533 ,269 ,5 
2023-03-23,"11,395 ","2,463 ",422 ,399 ,624 ,353 ,391 ,118 ,121 ,"3,316 ",269 ,392 ,480 ,482 ,316 ,517 ,529 ,199 ,4 
2023-03-24,"10,275 ","2,190 ",313 ,400 ,595 ,270 ,425 ,124 ,141 ,"3,041 ",259 ,342 ,388 ,458 ,269 ,479 ,376 ,197 ,8 
2023-03-25,"10,446 ","2,266 ",346 ,369 ,578 ,287 ,394 ,85 ,113 ,"3,118 ",257 ,417 ,401 ,435 ,276 ,506 ,387 ,206 ,5 
2023-03-26,"9,354 ","2,205 ",277 ,366 ,587 ,228 ,322 ,86 ,110 ,"2,670 ",183 ,336 ,322 ,410 ,264 ,421 ,391 ,166 ,10 
2023-03-27,"4,199 ",772 ,98 ,115 ,284 ,143 ,148 ,44 ,66 ,"1,320 ",127 ,236 ,140 ,135 ,94 ,193 ,154 ,125 ,5 
2023-03-28,"12,122 ","3,113 ",396 ,445 ,721 ,294 ,446 ,94 ,161 ,"3,589 ",238 ,320 ,462 ,512 ,323 ,434 ,463 ,107 ,4 
2023-03-29,"13,127 ","2,969 ",358 ,416 ,792 ,395 ,403 ,110 ,148 ,"3,802 ",346 ,526 ,545 ,611 ,389 ,589 ,498 ,223 ,7 
2023-03-30,"11,028 ","2,732 ",310 ,371 ,754 ,326 ,384 ,110 ,120 ,"3,081 ",245 ,386 ,476 ,515 ,293 ,439 ,345 ,139 ,2 
2023-03-31,"10,358 ","2,477 ",348 ,369 ,625 ,336 ,321 ,90 ,138 ,"2,965 ",262 ,359 ,435 ,429 ,324 ,411 ,336 ,124 ,9 
2023-04-01,"10,515 ","2,521 ",280 ,376 ,686 ,339 ,343 ,113 ,113 ,"2,974 ",213 ,386 ,440 ,456 ,359 ,427 ,359 ,125 ,5 
2023-04-02,"9,686 ","2,400 ",252 ,364 ,661 ,304 ,310 ,99 ,130 ,"2,738 ",198 ,296 ,396 ,443 ,291 ,363 ,274 ,156 ,11 
2023-04-03,"4,348 ",842 ,107 ,144 ,254 ,156 ,132 ,36 ,44 ,"1,385 ",133 ,183 ,154 ,170 ,160 ,181 ,150 ,109 ,8 
2023-04-04,"13,363 ","3,584 ",432 ,411 ,822 ,403 ,469 ,122 ,174 ,"3,936 ",266 ,327 ,544 ,518 ,384 ,422 ,458 ,84 ,7 
2023-04-05,"14,454 ","3,351 ",410 ,496 ,946 ,558 ,476 ,159 ,146 ,"4,151 ",380 ,534 ,596 ,562 ,469 ,567 ,456 ,192 ,5 
2023-04-06,"12,071 ","2,879 ",326 ,373 ,776 ,427 ,379 ,91 ,125 ,"3,581 ",276 ,414 ,536 ,489 ,394 ,439 ,437 ,122 ,7 
2023-04-07,"10,724 ","2,664 ",310 ,337 ,748 ,342 ,349 ,75 ,120 ,"3,057 ",275 ,333 ,485 ,445 ,360 ,371 ,312 ,137 ,4 
2023-04-08,"10,360 ","2,584 ",265 ,319 ,699 ,335 ,278 ,91 ,111 ,"3,003 ",267 ,335 ,461 ,418 ,366 ,346 ,379 ,99 ,4 
2023-04-09,"9,538 ","2,285 ",256 ,322 ,690 ,319 ,274 ,81 ,99 ,"2,807 ",221 ,233 ,410 ,377 ,361 ,347 ,326 ,125 ,5 
2023-04-10,"3,995 ",826 ,107 ,90 ,225 ,144 ,87 ,43 ,33 ,"1,274 ",147 ,190 ,149 ,140 ,166 ,159 ,124 ,87 ,4 
2023-04-11,"12,436 ","3,485 ",378 ,377 ,836 ,321 ,333 ,79 ,134 ,"3,715 ",317 ,352 ,467 ,418 ,397 ,361 ,385 ,72 ,9 
2023-04-12,"13,917 ","3,495 ",420 ,403 ,962 ,455 ,367 ,103 ,132 ,"4,128 ",414 ,388 ,596 ,491 ,476 ,483 ,436 ,168 ,0 
2023-04-13,"11,589 ","2,815 ",358 ,340 ,789 ,338 ,350 ,111 ,96 ,"3,399 ",296 ,362 ,565 ,389 ,468 ,399 ,395 ,113 ,6 
2023-04-14,"11,661 ","3,009 ",362 ,328 ,751 ,371 ,370 ,81 ,101 ,"3,480 ",288 ,330 ,511 ,438 ,378 ,366 ,377 ,115 ,5 
2023-04-15,"11,674 ","2,918 ",326 ,354 ,743 ,429 ,334 ,82 ,116 ,"3,543 ",280 ,359 ,476 ,367 ,431 ,369 ,394 ,147 ,6 
2023-04-16,"10,182 ","2,601 ",305 ,288 ,742 ,288 ,301 ,87 ,109 ,"2,975 ",195 ,304 ,448 ,369 ,379 ,327 ,343 ,110 ,11 
2023-04-17,"4,936 ","1,055 ",125 ,99 ,312 ,196 ,139 ,42 ,53 ,"1,739 ",185 ,155 ,214 ,130 ,148 ,147 ,120 ,67 ,10 
2023-04-18,"15,163 ","4,366 ",415 ,435 ,"1,071 ",387 ,471 ,124 ,159 ,"4,614 ",369 ,373 ,550 ,444 ,464 ,337 ,467 ,113 ,4 
2023-04-19,"16,495 ","4,246 ",437 ,513 ,"1,083 ",562 ,489 ,138 ,148 ,"4,867 ",417 ,507 ,743 ,537 ,516 ,511 ,564 ,203 ,14 
2023-04-20,"14,084 ","3,680 ",405 ,399 ,885 ,433 ,443 ,118 ,119 ,"4,162 ",420 ,415 ,588 ,431 ,453 ,470 ,485 ,169 ,9 
2023-04-21,"13,588 ","3,478 ",384 ,442 ,838 ,426 ,421 ,115 ,122 ,"3,886 ",470 ,405 ,562 ,460 ,454 ,445 ,500 ,168 ,12 
2023-04-22,"13,789 ","3,530 ",399 ,495 ,801 ,428 ,451 ,107 ,118 ,"4,041 ",426 ,434 ,520 ,425 ,464 ,449 ,523 ,168 ,10 
2023-04-23,"11,821 ","2,958 ",368 ,334 ,820 ,354 ,350 ,98 ,112 ,"3,387 ",289 ,324 ,526 ,412 ,459 ,404 ,470 ,142 ,14 
2023-04-24,"5,020 ","1,019 ",125 ,168 ,290 ,192 ,141 ,47 ,35 ,"1,595 ",203 ,200 ,233 ,119 ,175 ,198 ,167 ,103 ,10 
2023-04-25,"14,809 ","4,145 ",486 ,429 ,"1,036 ",407 ,485 ,117 ,140 ,"4,385 ",325 ,355 ,566 ,391 ,468 ,391 ,572 ,100 ,11 
2023-04-26,"16,378 ","4,217 ",535 ,429 ,"1,050 ",551 ,445 ,111 ,121 ,"4,801 ",443 ,541 ,632 ,462 ,596 ,592 ,626 ,222 ,4 
2023-04-27,"14,272 ","3,721 ",486 ,396 ,967 ,410 ,372 ,132 ,96 ,"4,166 ",399 ,436 ,527 ,418 ,530 ,479 ,572 ,153 ,12 
2023-04-28,"13,778 ","3,590 ",510 ,379 ,924 ,407 ,405 ,153 ,102 ,"3,905 ",361 ,385 ,559 ,393 ,518 ,452 ,560 ,166 ,9 
2023-04-29,"14,807 ","3,661 ",598 ,453 ,"1,041 ",481 ,416 ,163 ,95 ,"4,281 ",321 ,429 ,543 ,471 ,531 ,434 ,700 ,179 ,10 
2023-04-30,"13,610 ","3,341 ",523 ,395 ,983 ,396 ,435 ,159 ,96 ,"3,753 ",262 ,401 ,522 ,538 ,607 ,444 ,568 ,177 ,10 
2023-05-01,"5,771 ","1,111 ",184 ,122 ,360 ,270 ,155 ,47 ,46 ,"1,952 ",197 ,265 ,217 ,142 ,223 ,156 ,172 ,136 ,16 
2023-05-02,"15,729 ","3,963 ",712 ,480 ,"1,020 ",382 ,490 ,199 ,124 ,"4,787 ",349 ,392 ,636 ,482 ,539 ,388 ,665 ,106 ,15 
2023-05-03,"20,190 ","5,132 ",759 ,464 ,"1,278 ",574 ,666 ,180 ,152 ,"6,023 ",457 ,600 ,818 ,589 ,740 ,597 ,875 ,270 ,16 
2023-05-04,"20,139 ","4,925 ",775 ,586 ,"1,221 ",611 ,619 ,222 ,134 ,"5,889 ",549 ,590 ,783 ,659 ,746 ,667 ,901 ,257 ,5 
2023-05-05,"18,738 ","4,645 ",777 ,517 ,"1,276 ",497 ,582 ,190 ,177 ,"5,458 ",487 ,528 ,851 ,576 ,639 ,614 ,710 ,198 ,16 
2023-05-06,"11,787 ","2,381 ",471 ,370 ,790 ,342 ,298 ,176 ,69 ,"3,491 ",370 ,422 ,515 ,425 ,442 ,466 ,533 ,214 ,12 
2023-05-07,"14,734 ","3,761 ",681 ,475 ,891 ,423 ,471 ,165 ,101 ,"4,284 ",299 ,306 ,616 ,536 ,538 ,397 ,629 ,146 ,15 
2023-05-08,"8,154 ","1,641 ",268 ,246 ,534 ,339 ,227 ,93 ,56 ,"2,355 ",317 ,371 ,310 ,221 ,286 ,281 ,394 ,198 ,17 
2023-05-09,"21,674 ","5,744 ","1,055 ",591 ,"1,434 ",491 ,676 ,293 ,165 ,"6,171 ",529 ,515 ,845 ,684 ,685 ,565 ,"1,061 ",156 ,14 
2023-05-10,"23,513 ","5,620 ","1,022 ",675 ,"1,393 ",756 ,703 ,303 ,158 ,"6,722 ",729 ,717 ,837 ,795 ,817 ,818 ,"1,112 ",322 ,14 
2023-05-11,"20,567 ","4,855 ",862 ,673 ,"1,279 ",602 ,591 ,326 ,175 ,"5,679 ",598 ,604 ,832 ,722 ,785 ,667 ,"1,077 ",222 ,18 
2023-05-12,"19,983 ","5,128 ",930 ,638 ,"1,185 ",560 ,607 ,242 ,152 ,"5,636 ",536 ,544 ,705 ,633 ,650 ,604 ,944 ,280 ,9 
2023-05-13,"19,341 ","4,573 ",958 ,639 ,"1,241 ",551 ,569 ,277 ,139 ,"5,410 ",575 ,596 ,718 ,578 ,660 ,596 ,952 ,292 ,17 
2023-05-14,"17,382 ","4,181 ",785 ,619 ,962 ,549 ,537 ,262 ,129 ,"4,815 ",396 ,564 ,631 ,580 ,612 ,630 ,848 ,271 ,11 
2023-05-15,"7,173 ","1,427 ",271 ,231 ,332 ,215 ,182 ,115 ,65 ,"2,216 ",291 ,306 ,286 ,209 ,224 ,250 ,328 ,193 ,32 
2023-05-16,"23,670 ","6,195 ","1,265 ",786 ,"1,459 ",569 ,773 ,361 ,204 ,"6,806 ",550 ,560 ,815 ,687 ,692 ,657 ,"1,102 ",169 ,20 
2023-05-17,"26,127 ","6,043 ","1,299 ",967 ,"1,394 ",842 ,719 ,421 ,153 ,"7,327 ",735 ,827 ,968 ,861 ,846 ,"1,040 ","1,272 ",398 ,15 
2023-05-18,"21,783 ","5,061 ","1,127 ",816 ,"1,172 ",618 ,635 ,376 ,141 ,"5,919 ",617 ,704 ,864 ,723 ,680 ,829 ,"1,127 ",360 ,14 
