일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,검역
2022-08-21,"110,886 ","16,734 ","6,827 ","6,434 ","5,424 ","4,031 ","3,771 ","2,862 ",954 ,"25,579 ","3,030 ","3,793 ","5,185 ","4,727 ","5,055 ","6,937 ","7,598 ","1,933 ",12 
2022-08-22,"59,006 ","7,389 ","2,732 ","3,572 ","3,109 ","2,659 ","2,049 ","1,282 ",474 ,"14,994 ","2,134 ","2,024 ","2,476 ","2,528 ","2,629 ","3,770 ","3,788 ","1,353 ",44 
2022-08-23,"150,182 ","25,661 ","10,687 ","8,635 ","8,188 ","4,171 ","5,209 ","3,367 ","1,248 ","37,218 ","4,167 ","4,694 ","6,743 ","5,391 ","6,524 ","6,418 ","10,315 ","1,528 ",18 
2022-08-24,"139,269 ","20,561 ","8,583 ","7,890 ","7,088 ","5,746 ","4,202 ","3,264 ","1,171 ","32,636 ","4,627 ","4,698 ","6,395 ","5,529 ","6,081 ","9,072 ","9,617 ","2,096 ",13 
2022-08-25,"113,329 ","17,713 ","7,164 ","6,307 ","5,791 ","4,140 ","3,660 ","2,553 ",944 ,"27,015 ","3,328 ","3,810 ","5,241 ","4,531 ","5,079 ","6,421 ","7,981 ","1,634 ",17 
2022-08-26,"101,094 ","15,748 ","6,276 ","5,317 ","5,417 ","3,690 ","3,330 ","2,159 ",910 ,"24,524 ","3,053 ","3,402 ","4,921 ","4,046 ","4,361 ","5,670 ","6,851 ","1,394 ",25 
2022-08-27,"95,553 ","14,577 ","6,028 ","5,578 ","4,810 ","3,357 ","3,054 ","2,062 ",831 ,"22,857 ","2,833 ","3,455 ","4,519 ","3,735 ","4,143 ","5,371 ","6,910 ","1,415 ",18 
2022-08-28,"85,212 ","13,039 ","5,070 ","4,908 ","4,331 ","3,233 ","2,784 ","1,916 ",814 ,"19,823 ","2,458 ","2,978 ","3,995 ","3,752 ","3,511 ","5,211 ","6,137 ","1,227 ",25 
2022-08-29,"43,100 ","5,752 ","1,795 ","1,965 ","2,578 ","1,494 ","1,562 ",814 ,437 ,"11,879 ","1,512 ","1,616 ","2,040 ","1,558 ","1,905 ","2,760 ","2,570 ",839 ,24 
2022-08-30,"115,592 ","20,406 ","7,808 ","6,106 ","6,474 ","2,953 ","3,883 ","2,103 ","1,067 ","30,270 ","3,191 ","3,788 ","5,303 ","3,957 ","4,522 ","4,940 ","7,762 ","1,035 ",24 
2022-08-31,"103,901 ","15,900 ","5,847 ","5,734 ","5,300 ","3,647 ","3,203 ","1,884 ",848 ,"25,897 ","3,386 ","3,994 ","5,002 ","4,286 ","3,899 ","6,852 ","6,779 ","1,431 ",12 
2022-09-01,"81,543 ","13,313 ","4,486 ","4,135 ","4,459 ","2,818 ","2,664 ","1,600 ",682 ,"20,244 ","2,634 ","3,022 ","3,779 ","3,440 ","3,047 ","4,780 ","5,372 ","1,047 ",21 
2022-09-02,"89,536 ","15,558 ","4,766 ","5,060 ","5,164 ","2,507 ","3,111 ","1,460 ",839 ,"23,619 ","2,494 ","3,029 ","4,355 ","3,126 ","3,469 ","4,703 ","5,363 ",904 ,9 
2022-09-03,"79,698 ","13,880 ","4,172 ","4,238 ","4,497 ","2,235 ","2,512 ","1,449 ",736 ,"21,116 ","2,408 ","2,880 ","3,697 ","2,930 ","2,794 ","4,371 ","4,976 ",793 ,14 
2022-09-04,"72,099 ","11,926 ","3,683 ","4,270 ","3,970 ","2,365 ","2,342 ","1,463 ",718 ,"18,356 ","2,081 ","2,646 ","3,329 ","2,719 ","2,421 ","4,423 ","4,607 ",755 ,25 
2022-09-05,"37,519 ","5,316 ","1,392 ","1,749 ","2,372 ","1,226 ","1,298 ",620 ,363 ,"10,672 ","1,257 ","1,365 ","1,634 ","1,618 ","1,412 ","2,225 ","2,425 ",495 ,80 
2022-09-06,"99,793 ","18,762 ","6,084 ","5,032 ","5,982 ","2,429 ","3,266 ","1,692 ",961 ,"26,770 ","2,819 ","3,524 ","4,467 ","3,349 ","3,350 ","4,291 ","6,416 ",567 ,32 
2022-09-07,"85,486 ","14,526 ","3,675 ","5,361 ","4,786 ","2,913 ","2,537 ","1,368 ",752 ,"22,813 ","2,736 ","3,148 ","3,792 ","3,077 ","2,747 ","5,315 ","5,239 ",689 ,12 
2022-09-08,"72,612 ","13,063 ","3,322 ","3,930 ","4,239 ","2,229 ","2,279 ","1,410 ",609 ,"19,284 ","2,315 ","2,482 ","2,974 ","2,729 ","2,324 ","3,936 ","4,750 ",723 ,14 
2022-09-09,"69,376 ","12,303 ","3,604 ","3,723 ","4,103 ","1,949 ","2,243 ","1,191 ",577 ,"17,862 ","2,274 ","2,474 ","3,128 ","2,451 ","2,361 ","3,857 ","4,584 ",672 ,20 
2022-09-10,"42,677 ","6,071 ","1,602 ","2,584 ","2,293 ","1,562 ","1,480 ",801 ,414 ,"10,947 ","1,458 ","1,835 ","1,973 ","1,846 ","1,483 ","2,937 ","2,991 ",375 ,25 
2022-09-11,"28,186 ","4,800 ","1,184 ","1,328 ","1,671 ",869 ,"1,003 ",451 ,288 ,"7,060 ",975 ,"1,117 ","1,269 ","1,263 ","1,108 ","1,628 ","1,818 ",323 ,31 
2022-09-12,"36,911 ","6,285 ","1,544 ","1,814 ","2,222 ",883 ,"1,273 ",575 ,421 ,"10,070 ","1,233 ","1,361 ","1,710 ","1,572 ","1,304 ","1,877 ","2,435 ",287 ,45 
2022-09-13,"57,271 ","9,545 ","3,199 ","3,465 ","3,400 ","1,336 ","2,032 ",993 ,567 ,"15,466 ","1,664 ","1,953 ","2,727 ","2,168 ","1,807 ","2,806 ","3,777 ",307 ,59 
2022-09-14,"93,945 ","17,377 ","4,979 ","5,360 ","5,544 ","2,532 ","3,073 ","1,637 ",841 ,"26,122 ","2,917 ","3,164 ","3,723 ","3,232 ","2,742 ","4,329 ","5,884 ",470 ,19 
2022-09-15,"71,436 ","11,812 ","3,346 ","3,699 ","4,260 ","2,174 ","1,940 ","1,334 ",587 ,"18,898 ","2,637 ","2,690 ","3,153 ","2,746 ","2,166 ","4,772 ","4,637 ",540 ,45 
2022-09-16,"51,837 ","9,216 ","2,499 ","2,955 ","3,118 ","1,472 ","1,604 ",936 ,436 ,"13,849 ","1,782 ","1,727 ","2,131 ","1,901 ","1,686 ","3,032 ","3,118 ",350 ,25 
2022-09-17,"43,422 ","7,653 ","2,080 ","2,475 ","2,599 ","1,232 ","1,273 ",718 ,327 ,"11,599 ","1,490 ","1,550 ","1,842 ","1,672 ","1,405 ","2,514 ","2,620 ",352 ,21 
2022-09-18,"34,728 ","5,963 ","1,593 ","2,020 ","2,075 ","1,108 ","1,004 ",653 ,290 ,"9,010 ","1,083 ","1,253 ","1,506 ","1,362 ","1,078 ","2,174 ","2,250 ",270 ,36 
2022-09-19,"19,378 ","3,197 ",638 ,942 ,"1,376 ",550 ,606 ,293 ,208 ,"5,745 ",648 ,680 ,917 ,605 ,586 ,"1,084 ","1,026 ",222 ,55 
2022-09-20,"47,879 ","9,728 ","2,406 ","2,612 ","3,070 ","1,061 ","1,507 ",678 ,420 ,"13,305 ","1,397 ","1,415 ","2,019 ","1,624 ","1,409 ","2,079 ","2,866 ",268 ,15 
2022-09-21,"41,251 ","7,351 ","1,798 ","2,132 ","2,492 ","1,299 ","1,161 ",737 ,319 ,"11,593 ","1,344 ","1,455 ","1,698 ","1,495 ","1,165 ","2,536 ","2,300 ",354 ,22 
2022-09-22,"32,986 ","6,149 ","1,521 ","1,826 ","2,069 ",897 ,954 ,532 ,251 ,"9,078 ","1,017 ","1,157 ","1,363 ","1,081 ","1,073 ","1,751 ","1,982 ",264 ,21 
2022-09-23,"29,083 ","5,617 ","1,274 ","1,436 ","1,770 ",776 ,804 ,461 ,256 ,"8,181 ",943 ,978 ,"1,208 ",999 ,874 ,"1,627 ","1,641 ",206 ,32 
2022-09-24,"29,324 ","5,643 ","1,257 ","1,592 ","1,778 ",746 ,814 ,462 ,231 ,"8,129 ",870 ,981 ,"1,266 ",950 ,889 ,"1,648 ","1,768 ",267 ,33 
2022-09-25,"25,757 ","4,881 ","1,155 ","1,254 ","1,703 ",640 ,723 ,451 ,195 ,"7,079 ",707 ,906 ,"1,052 ",932 ,745 ,"1,573 ","1,535 ",194 ,32 
2022-09-26,"14,149 ","2,332 ",472 ,842 ,923 ,466 ,406 ,214 ,134 ,"4,166 ",539 ,471 ,579 ,448 ,443 ,786 ,740 ,153 ,35 
2022-09-27,"39,391 ","8,542 ","1,886 ","2,056 ","2,479 ",830 ,"1,132 ",564 ,332 ,"11,383 ","1,167 ","1,154 ","1,542 ","1,111 ","1,117 ","1,648 ","2,214 ",190 ,44 
2022-09-28,"36,119 ","7,110 ","1,621 ","1,664 ","2,085 ","1,020 ","1,014 ",621 ,298 ,"10,284 ","1,313 ","1,202 ","1,483 ","1,179 ",998 ,"2,036 ","1,939 ",235 ,17 
2022-09-29,"30,845 ","6,259 ","1,416 ","1,452 ","1,855 ",747 ,816 ,498 ,233 ,"8,820 ","1,080 ",990 ,"1,235 ",988 ,909 ,"1,532 ","1,738 ",251 ,26 
2022-09-30,"28,484 ","5,790 ","1,267 ","1,598 ","1,746 ",650 ,732 ,486 ,218 ,"8,167 ",923 ,947 ,"1,039 ",892 ,812 ,"1,452 ","1,524 ",218 ,23 
2022-10-01,"26,942 ","5,578 ","1,315 ","1,251 ","1,566 ",618 ,751 ,454 ,222 ,"7,831 ",900 ,823 ,"1,045 ",795 ,720 ,"1,299 ","1,531 ",208 ,35 
2022-10-02,"23,572 ","4,786 ","1,020 ","1,017 ","1,339 ",585 ,605 ,465 ,210 ,"6,838 ",679 ,791 ,977 ,769 ,686 ,"1,253 ","1,364 ",171 ,17 
2022-10-03,"12,141 ","2,023 ",431 ,772 ,785 ,250 ,337 ,189 ,111 ,"3,779 ",456 ,382 ,468 ,286 ,276 ,721 ,690 ,141 ,44 
2022-10-04,"16,412 ","3,083 ",693 ,887 ,888 ,322 ,467 ,357 ,184 ,"4,791 ",541 ,499 ,665 ,521 ,427 ,909 ,975 ,144 ,59 
2022-10-05,"34,716 ","7,664 ","1,798 ","1,596 ","2,095 ",735 ,915 ,539 ,274 ,"9,832 ","1,224 ","1,088 ","1,327 ",974 ,897 ,"1,603 ","1,946 ",190 ,19 
2022-10-06,"28,632 ","5,518 ","1,314 ","1,608 ","1,603 ",681 ,742 ,579 ,221 ,"7,782 ","1,125 ","1,038 ","1,050 ",928 ,692 ,"1,898 ","1,567 ",258 ,28 
2022-10-07,"22,279 ","4,316 ","1,053 ","1,470 ","1,299 ",521 ,598 ,353 ,174 ,"6,144 ",799 ,777 ,803 ,698 ,566 ,"1,285 ","1,226 ",179 ,18 
2022-10-08,"19,419 ","3,958 ",949 ,"1,018 ","1,061 ",474 ,503 ,365 ,149 ,"5,327 ",690 ,667 ,753 ,656 ,502 ,"1,109 ","1,057 ",156 ,25 
2022-10-09,"17,645 ","3,550 ",883 ,964 ,981 ,422 ,463 ,310 ,133 ,"4,669 ",542 ,639 ,700 ,577 ,491 ,"1,038 ","1,107 ",150 ,26 
2022-10-10,"8,968 ","1,491 ",316 ,473 ,570 ,233 ,275 ,187 ,77 ,"2,628 ",416 ,349 ,327 ,301 ,257 ,543 ,409 ,79 ,37 
2022-10-11,"15,460 ","3,049 ",794 ,567 ,941 ,337 ,471 ,345 ,141 ,"4,394 ",480 ,519 ,635 ,488 ,467 ,732 ,915 ,123 ,62 
2022-10-12,"30,509 ","6,792 ","1,692 ","1,632 ","1,871 ",547 ,853 ,542 ,239 ,"8,490 ","1,032 ",943 ,"1,030 ",882 ,731 ,"1,483 ","1,544 ",179 ,27 
2022-10-13,"26,925 ","5,243 ","1,203 ","1,250 ","1,658 ",691 ,728 ,537 ,229 ,"7,432 ","1,072 ","1,038 ",966 ,822 ,646 ,"1,698 ","1,416 ",271 ,25 
2022-10-14,"23,571 ","4,830 ","1,113 ",969 ,"1,409 ",515 ,735 ,488 ,172 ,"6,593 ",902 ,778 ,894 ,704 ,649 ,"1,461 ","1,190 ",149 ,20 
2022-10-15,"22,824 ","4,572 ","1,177 ","1,109 ","1,395 ",546 ,701 ,461 ,179 ,"6,430 ",803 ,774 ,772 ,676 ,601 ,"1,324 ","1,091 ",191 ,22 
2022-10-16,"21,453 ","4,186 ",993 ,"1,052 ","1,286 ",566 ,627 ,440 ,192 ,"6,091 ",737 ,649 ,842 ,672 ,544 ,"1,334 ","1,036 ",160 ,46 
2022-10-17,"11,021 ","1,915 ",407 ,464 ,716 ,258 ,350 ,210 ,98 ,"3,363 ",498 ,311 ,420 ,322 ,291 ,646 ,572 ,128 ,52 
2022-10-18,"33,215 ","7,524 ","1,783 ","1,461 ","2,179 ",674 ,986 ,617 ,248 ,"9,463 ","1,070 ",935 ,"1,283 ",898 ,774 ,"1,504 ","1,609 ",178 ,29 
2022-10-19,"29,485 ","5,891 ","1,411 ","1,360 ","1,814 ",678 ,827 ,575 ,208 ,"8,467 ","1,244 ",936 ,"1,061 ",885 ,666 ,"1,827 ","1,440 ",175 ,20 
2022-10-20,"25,365 ","5,408 ","1,096 ","1,116 ","1,542 ",670 ,761 ,505 ,175 ,"7,253 ","1,009 ",731 ,946 ,708 ,602 ,"1,551 ","1,121 ",142 ,29 
2022-10-21,"24,725 ","5,053 ","1,206 ","1,245 ","1,598 ",568 ,771 ,450 ,170 ,"7,074 ",940 ,769 ,914 ,704 ,589 ,"1,372 ","1,115 ",162 ,25 
2022-10-22,"26,890 ","6,011 ","1,218 ","1,000 ","1,696 ",635 ,808 ,452 ,193 ,"8,050 ",960 ,740 ,911 ,735 ,677 ,"1,402 ","1,222 ",167 ,13 
2022-10-23,"26,233 ","5,170 ","1,192 ","1,204 ","1,660 ",611 ,881 ,534 ,219 ,"7,594 ",834 ,711 ,"1,020 ",852 ,657 ,"1,614 ","1,283 ",166 ,31 
2022-10-24,"14,296 ","2,434 ",493 ,555 ,937 ,344 ,450 ,293 ,132 ,"4,597 ",563 ,514 ,574 ,362 ,365 ,862 ,645 ,147 ,29 
2022-10-25,"43,734 ","10,055 ","2,309 ","1,829 ","2,640 ",843 ,"1,442 ",771 ,439 ,"12,885 ","1,344 ","1,369 ","1,646 ","1,045 ","1,027 ","1,892 ","2,030 ",141 ,27 
2022-10-26,"40,811 ","7,901 ","1,852 ","1,956 ","2,532 ",972 ,"1,163 ",791 ,363 ,"12,018 ","1,657 ","1,318 ","1,567 ","1,204 ",963 ,"2,369 ","1,877 ",280 ,28 
2022-10-27,"34,969 ","6,846 ","1,744 ","1,556 ","2,217 ",895 ,"1,076 ",726 ,342 ,"10,257 ","1,300 ","1,074 ","1,298 ","1,003 ",812 ,"1,969 ","1,654 ",178 ,22 
2022-10-28,"35,912 ","7,477 ","1,675 ","1,604 ","2,313 ",805 ,"1,035 ",704 ,309 ,"10,450 ","1,394 ","1,136 ","1,405 ","1,018 ",846 ,"1,833 ","1,664 ",217 ,27 
2022-10-29,"37,307 ","7,572 ","1,893 ","1,680 ","2,324 ",874 ,"1,186 ",764 ,301 ,"10,995 ","1,380 ","1,209 ","1,425 ","1,028 ",938 ,"1,839 ","1,666 ",209 ,24 
2022-10-30,"34,490 ","6,703 ","1,557 ","1,703 ","2,208 ",886 ,"1,035 ",637 ,329 ,"9,683 ","1,273 ","1,286 ","1,396 ","1,078 ",861 ,"2,048 ","1,553 ",228 ,26 
2022-10-31,"18,500 ","3,099 ",674 ,730 ,"1,188 ",455 ,573 ,396 ,179 ,"5,933 ",840 ,632 ,794 ,590 ,524 ,908 ,786 ,161 ,38 
2022-11-01,"58,354 ","13,014 ","3,032 ","2,458 ","3,744 ","1,095 ","1,966 ",970 ,517 ,"17,045 ","1,981 ","1,812 ","2,236 ","1,557 ","1,537 ","2,525 ","2,608 ",225 ,32 
2022-11-02,"54,729 ","10,933 ","2,420 ","2,420 ","3,303 ","1,326 ","1,650 ",990 ,523 ,"15,964 ","2,270 ","1,984 ","2,209 ","1,607 ","1,380 ","2,997 ","2,367 ",359 ,27 
2022-11-03,"46,874 ","9,542 ","2,216 ","1,767 ","2,870 ","1,202 ","1,509 ",787 ,419 ,"13,819 ","1,827 ","1,621 ","1,759 ","1,424 ","1,063 ","2,611 ","2,134 ",281 ,23 
2022-11-04,"43,430 ","8,672 ","2,092 ","1,953 ","2,629 ","1,046 ","1,390 ",731 ,397 ,"12,701 ","1,634 ","1,490 ","1,781 ","1,290 ","1,061 ","2,361 ","1,916 ",264 ,22 
2022-11-05,"40,887 ","8,096 ","1,974 ","1,797 ","2,409 ",975 ,"1,366 ",745 ,366 ,"11,756 ","1,555 ","1,407 ","1,702 ","1,227 ","1,140 ","2,243 ","1,859 ",242 ,28 
2022-11-06,"36,658 ","7,157 ","1,648 ","1,706 ","2,059 ",945 ,"1,068 ",767 ,317 ,"10,428 ","1,322 ","1,422 ","1,507 ","1,252 ",920 ,"2,162 ","1,695 ",237 ,46 
2022-11-07,"18,661 ","3,317 ",569 ,646 ,"1,171 ",519 ,586 ,280 ,200 ,"6,273 ",821 ,636 ,729 ,482 ,440 ,"1,054 ",738 ,154 ,46 
2022-11-08,"62,258 ","14,156 ","3,172 ","2,717 ","3,900 ","1,213 ","2,231 ",993 ,657 ,"18,226 ","1,989 ","1,921 ","2,577 ","1,637 ","1,463 ","2,428 ","2,687 ",266 ,25 
2022-11-09,"62,459 ","12,479 ","2,703 ","2,704 ","3,861 ","1,577 ","1,949 ","1,189 ",465 ,"18,517 ","2,445 ","2,291 ","2,553 ","1,866 ","1,538 ","3,126 ","2,831 ",349 ,16 
2022-11-10,"55,343 ","11,069 ","2,468 ","2,508 ","3,252 ","1,458 ","1,784 ","1,017 ",520 ,"16,263 ","1,912 ","1,991 ","2,221 ","1,704 ","1,419 ","2,819 ","2,546 ",364 ,28 
2022-11-11,"54,495 ","10,897 ","2,685 ","2,373 ","3,602 ","1,286 ","1,785 ",984 ,454 ,"15,803 ","1,968 ","1,840 ","2,283 ","1,650 ","1,290 ","2,694 ","2,522 ",347 ,32 
2022-11-12,"54,303 ","10,827 ","2,759 ","2,428 ","3,236 ","1,332 ","1,898 ","1,020 ",497 ,"15,278 ","1,910 ","1,856 ","2,347 ","1,704 ","1,414 ","2,704 ","2,671 ",386 ,36 
2022-11-13,"48,442 ","9,257 ","2,365 ","2,329 ","2,846 ","1,520 ","1,632 ",963 ,445 ,"13,260 ","1,570 ","1,684 ","2,060 ","1,768 ","1,319 ","2,732 ","2,321 ",326 ,45 
2022-11-14,"23,747 ","3,645 ",949 ,"1,046 ","1,406 ",692 ,902 ,465 ,187 ,"7,461 ",976 ,909 ,"1,066 ",633 ,591 ,"1,267 ","1,277 ",235 ,40 
2022-11-15,"72,859 ","15,536 ","4,540 ","3,252 ","4,451 ","1,575 ","2,611 ","1,302 ",634 ,"20,494 ","2,131 ","2,153 ","3,079 ","2,049 ","1,801 ","3,018 ","3,901 ",309 ,23 
2022-11-16,"66,562 ","12,474 ","3,364 ","2,936 ","3,825 ","1,937 ","2,116 ","1,273 ",527 ,"19,018 ","2,471 ","2,304 ","2,733 ","2,244 ","1,772 ","3,669 ","3,412 ",455 ,32 
2022-11-17,"55,410 ","10,840 ","2,964 ","2,395 ","3,310 ","1,537 ","1,831 ","1,134 ",450 ,"15,689 ","1,820 ","1,838 ","2,555 ","1,752 ","1,359 ","2,762 ","2,780 ",370 ,24 
2022-11-18,"49,391 ","9,733 ","2,549 ","2,182 ","2,866 ","1,387 ","1,509 ",874 ,405 ,"14,062 ","1,717 ","1,643 ","2,019 ","1,657 ","1,338 ","2,603 ","2,453 ",356 ,38 
2022-11-19,"50,559 ","10,119 ","2,784 ","2,258 ","2,879 ","1,360 ","1,627 ",937 ,392 ,"14,332 ","1,688 ","1,638 ","2,179 ","1,684 ","1,241 ","2,448 ","2,630 ",340 ,23 
2022-11-20,"45,994 ","8,800 ","2,623 ","1,770 ","2,790 ","1,475 ","1,441 ","1,077 ",432 ,"12,382 ","1,350 ","1,604 ","1,955 ","1,698 ","1,276 ","2,439 ","2,486 ",354 ,42 
2022-11-21,"23,072 ","3,821 ","1,035 ","1,311 ","1,421 ",549 ,870 ,349 ,256 ,"7,064 ",909 ,684 ,958 ,583 ,566 ,"1,267 ","1,130 ",245 ,54 
2022-11-22,"72,852 ","15,610 ","4,590 ","3,523 ","4,517 ","1,516 ","2,396 ","1,234 ",580 ,"20,722 ","2,017 ","2,072 ","2,931 ","2,118 ","1,885 ","2,743 ","4,028 ",329 ,41 
2022-11-23,"70,295 ","13,493 ","4,023 ","2,990 ","3,908 ","2,177 ","2,098 ","1,420 ",541 ,"19,794 ","2,313 ","2,457 ","3,072 ","2,247 ","1,871 ","3,600 ","3,815 ",444 ,32 
2022-11-24,"59,063 ","11,447 ","3,250 ","2,720 ","3,557 ","1,684 ","1,878 ","1,117 ",424 ,"16,468 ","1,830 ","1,902 ","2,478 ","1,895 ","1,680 ","2,990 ","3,350 ",363 ,30 
2022-11-25,"53,681 ","10,677 ","3,172 ","2,302 ","3,099 ","1,661 ","1,765 ",903 ,444 ,"14,782 ","1,744 ","1,632 ","2,209 ","1,709 ","1,476 ","2,821 ","2,913 ",351 ,21 
2022-11-26,"52,773 ","10,157 ","2,992 ","2,494 ","3,133 ","1,604 ","1,617 ",986 ,375 ,"14,712 ","1,635 ","1,767 ","2,341 ","1,676 ","1,472 ","2,626 ","2,848 ",314 ,24 
2022-11-27,"47,006 ","9,152 ","2,417 ","2,367 ","2,615 ","1,454 ","1,509 ",958 ,385 ,"12,981 ","1,278 ","1,504 ","1,919 ","1,742 ","1,338 ","2,462 ","2,572 ",301 ,52 
2022-11-28,"22,311 ","3,791 ",971 ,724 ,"1,412 ",758 ,820 ,342 ,225 ,"6,683 ",890 ,725 ,941 ,663 ,656 ,"1,196 ","1,259 ",219 ,36 
2022-11-29,"71,460 ","15,500 ","4,764 ","3,499 ","4,168 ","1,766 ","2,217 ","1,259 ",515 ,"19,826 ","1,956 ","1,962 ","2,869 ","2,084 ","2,099 ","2,671 ","3,930 ",335 ,40 
2022-11-30,"67,390 ","12,284 ","3,798 ","3,025 ","3,935 ","2,219 ","2,046 ","1,290 ",517 ,"18,841 ","2,187 ","2,247 ","2,841 ","2,275 ","1,866 ","3,682 ","3,808 ",491 ,38 
2022-12-01,"57,055 ","11,027 ","3,148 ","2,562 ","3,374 ","1,842 ","1,802 ","1,125 ",458 ,"15,928 ","1,723 ","1,817 ","2,390 ","1,858 ","1,560 ","2,856 ","3,184 ",377 ,24 
2022-12-02,"52,970 ","10,482 ","2,927 ","2,405 ","3,085 ","1,617 ","1,693 ",982 ,363 ,"15,025 ","1,584 ","1,683 ","2,077 ","1,671 ","1,657 ","2,592 ","2,740 ",355 ,32 
2022-12-03,"52,847 ","10,361 ","2,754 ","2,372 ","3,105 ","1,776 ","1,667 ",918 ,473 ,"14,807 ","1,577 ","1,727 ","2,266 ","1,748 ","1,614 ","2,574 ","2,727 ",348 ,33 
2022-12-04,"46,544 ","8,523 ","2,453 ","2,327 ","2,705 ","1,703 ","1,466 ",883 ,465 ,"12,847 ","1,142 ","1,614 ","1,916 ","1,824 ","1,442 ","2,373 ","2,455 ",359 ,47 
2022-12-05,"23,150 ","3,920 ",992 ,692 ,"1,406 ",818 ,774 ,419 ,249 ,"7,376 ",736 ,746 ,"1,014 ",657 ,746 ,"1,133 ","1,175 ",233 ,64 
2022-12-06,"77,582 ","16,368 ","4,853 ","3,759 ","4,513 ","2,020 ","2,588 ","1,330 ",639 ,"22,128 ","2,021 ","2,056 ","3,166 ","2,314 ","2,469 ","2,740 ","4,214 ",363 ,41 
2022-12-07,"74,692 ","13,742 ","3,962 ","3,312 ","4,355 ","2,551 ","2,239 ","1,446 ",648 ,"21,322 ","2,183 ","2,538 ","3,117 ","2,516 ","2,249 ","3,653 ","4,164 ",672 ,23 
2022-12-08,"65,231 ","11,973 ","3,928 ","3,078 ","3,840 ","2,264 ","1,948 ","1,235 ",576 ,"18,278 ","1,855 ","2,175 ","2,825 ","2,049 ","2,037 ","2,970 ","3,592 ",579 ,29 
2022-12-09,"62,710 ","11,842 ","3,782 ","2,782 ","3,604 ","2,076 ","1,848 ","1,272 ",522 ,"17,634 ","1,747 ","1,898 ","2,854 ","2,048 ","2,000 ","2,798 ","3,407 ",573 ,23 
2022-12-10,"62,719 ","11,682 ","3,834 ","2,795 ","3,924 ","2,043 ","1,789 ","1,238 ",548 ,"17,522 ","1,787 ","2,069 ","2,726 ","1,931 ","1,963 ","2,602 ","3,757 ",477 ,32 
2022-12-11,"54,293 ","9,595 ","3,296 ","2,281 ","3,391 ","1,893 ","1,588 ","1,215 ",511 ,"14,750 ","1,338 ","1,937 ","2,252 ","2,052 ","1,680 ","2,706 ","3,255 ",515 ,38 
2022-12-12,"25,653 ","3,907 ","1,113 ",778 ,"1,542 ",953 ,768 ,518 ,206 ,"8,011 ",980 ,809 ,"1,154 ",720 ,984 ,"1,289 ","1,475 ",396 ,50 
2022-12-13,"86,819 ","17,688 ","6,234 ","3,949 ","5,505 ","2,339 ","2,629 ","1,781 ",770 ,"24,088 ","2,210 ","2,311 ","3,578 ","2,377 ","2,761 ","2,878 ","5,304 ",385 ,32 
2022-12-14,"84,546 ","15,170 ","5,421 ","3,700 ","5,062 ","2,869 ","2,351 ","1,925 ",628 ,"23,186 ","2,534 ","2,734 ","3,702 ","2,811 ","2,748 ","3,732 ","5,171 ",774 ,28 
2022-12-15,"70,139 ","12,826 ","4,668 ","3,087 ","4,194 ","2,325 ","2,004 ","1,521 ",587 ,"19,023 ","1,975 ","2,079 ","2,953 ","2,253 ","2,321 ","3,275 ","4,400 ",637 ,11 
2022-12-16,"66,930 ","12,392 ","4,304 ","2,869 ","4,112 ","2,266 ","2,002 ","1,428 ",496 ,"18,477 ","1,857 ","2,004 ","2,946 ","2,111 ","2,202 ","2,679 ","4,144 ",590 ,51 
2022-12-17,"66,904 ","12,395 ","4,228 ","3,078 ","4,048 ","2,105 ","1,941 ","1,403 ",598 ,"18,026 ","1,811 ","2,176 ","2,820 ","2,241 ","2,314 ","2,792 ","4,303 ",600 ,25 
2022-12-18,"58,833 ","10,636 ","3,843 ","2,722 ","3,532 ","2,076 ","1,614 ","1,352 ",524 ,"15,800 ","1,420 ","1,803 ","2,492 ","2,187 ","1,890 ","2,700 ","3,597 ",605 ,40 
2022-12-19,"26,608 ","4,190 ","1,213 ",973 ,"1,549 ",846 ,801 ,565 ,223 ,"8,029 ",921 ,"1,042 ","1,102 ",779 ,887 ,"1,370 ","1,675 ",402 ,41 
2022-12-20,"87,521 ","18,209 ","6,560 ","3,622 ","5,618 ","1,974 ","2,643 ","1,718 ",796 ,"24,622 ","1,924 ","2,301 ","3,420 ","2,304 ","3,165 ","2,747 ","5,467 ",402 ,29 
2022-12-21,"88,143 ","15,555 ","5,497 ","3,616 ","5,294 ","2,825 ","2,365 ","2,057 ",730 ,"23,731 ","2,487 ","3,041 ","3,799 ","3,163 ","3,087 ","3,901 ","6,016 ",945 ,34 
2022-12-22,"75,716 ","13,935 ","5,136 ","3,196 ","4,211 ","2,372 ","2,179 ","1,750 ",637 ,"20,919 ","1,947 ","2,294 ","3,141 ","2,555 ","2,677 ","3,299 ","4,724 ",714 ,30 
2022-12-23,"68,141 ","12,405 ","4,731 ","2,657 ","4,317 ","1,989 ","1,984 ","1,547 ",557 ,"18,793 ","1,714 ","1,936 ","2,648 ","2,283 ","2,388 ","2,832 ","4,554 ",760 ,46 
2022-12-24,"66,182 ","12,075 ","4,741 ","2,832 ","3,764 ","1,901 ","1,821 ","1,667 ",582 ,"18,568 ","1,710 ","2,021 ","2,591 ","1,896 ","1,997 ","2,933 ","4,460 ",591 ,32 
